evidence_link_id,joomla_article_id,article_title,source_url,normalized_url,storage_provider,storage_scope,probable_owner,access_status,file_name,file_type,category,issue,indicator_codes,mapping_status,confidence,occurrence_count,duplicate_group,ownership_risk,migration_priority,recommended_destination,last_checked_at,notes
SP-0065,44,3.2 การใช้พลังงาน,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/Ef9KnXIYIxBLloJaAYZE9M0BfuBfKLQDXFi2fxgkY5hhOA?e=vvkaHX,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/Ef9KnXIYIxBLloJaAYZE9M0BfuBfKLQDXFi2fxgkY5hhOA,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,3.2.5(1) ข้อมูลปริมาณการใช้น้ำมันเชื้อเพลิง .xlsx,spreadsheet,3,3.2,3.2.5,confirmed,high,1,,critical,P0_CRITICAL,dashboard_data_pipeline,2026-07-20T13:49:13.092364+07:00,"Anchor text ""3.2.5(1) ข้อมูลปริมาณการใช้น้ำมันเชื้อเพลิง .xlsx"" matches indicator pattern"
SP-0066,45,3.3 การใช้ทรัพยากรอื่นๆ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBzhX99A4zIQ7ZDwSij2bB1AaxPEp9t1VVfc21ReIdREtY?e=EuEbaf,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBzhX99A4zIQ7ZDwSij2bB1AaxPEp9t1VVfc21ReIdREtY,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQBzhX99A4zI,binary_document,3,3.3,3.3.1|3.3.2|3.3.3|3.3.4|3.3.5,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 3.3
SP-0067,45,3.3 การใช้ทรัพยากรอื่นๆ,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/EVVMU1k6JYpIvdpBuwIdxqYBffuE3T0sJLmUMbWSj7zfvg?e=gCZ0dV,https://maejo365-my.sharepoint.com/:x:/g/personal/prinya_mju_ac_th/EVVMU1k6JYpIvdpBuwIdxqYBffuE3T0sJLmUMbWSj7zfvg,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,3.3.2(1) ข้อมูลปริมาณการใช้กระดาษ .xlsx,spreadsheet,3,3.3,3.3.2,confirmed,high,1,,critical,P0_CRITICAL,dashboard_data_pipeline,2026-07-20T13:49:13.092364+07:00,"Anchor text ""3.3.2(1) ข้อมูลปริมาณการใช้กระดาษ .xlsx"" matches indicator pattern"
SP-0068,47,4.1 การจัดการขยะ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAgR9yv1y6ZR4Rz-_UF_i6MAbfwDJvJ9fUhTMBa_P3lvps?e=IcrooX,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAgR9yv1y6ZR4Rz-_UF_i6MAbfwDJvJ9fUhTMBa_P3lvps,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQAgR9yv1y6Z,binary_document,4,4.1,4.1.1|4.1.2|4.1.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 4.1
SP-0069,47,4.1 การจัดการขยะ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDpbzu0scr6TbnDPvpKVyU0AXSuqCuApafOqFnNTI5gKHQ?e=rIWUcO,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDpbzu0scr6TbnDPvpKVyU0AXSuqCuApafOqFnNTI5gKHQ,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQDpbzu0scr6,binary_document,4,4.1,4.1.1|4.1.2|4.1.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 4.1
SP-0070,47,4.1 การจัดการขยะ,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAdgwMBMcQ2R4V6eNxAXo-EAbRFEIqQo-dpdKbzKZ72yIw?e=mTXqwo,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAdgwMBMcQ2R4V6eNxAXo-EAbRFEIqQo-dpdKbzKZ72yIw,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQAdgwMBMcQ2,binary_document,4,4.1,4.1.1|4.1.2|4.1.3,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 4.1
SP-0071,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBMuFEWuvdcTI2yC7mhlKKNAcwWK5coEJwT-LEKdTdr1Ks?e=POuKSG,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBMuFEWuvdcTI2yC7mhlKKNAcwWK5coEJwT-LEKdTdr1Ks,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQBMuFEWuvdc,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0072,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAkLcmBkFZkTY9i-ZAPajy9AZJya6uX3Ke0uoG-Iv8o8TU?e=ZRfCRs,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAkLcmBkFZkTY9i-ZAPajy9AZJya6uX3Ke0uoG-Iv8o8TU,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(1) แผนบำรุงรักษาประจำปี,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0073,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBJjFKPU7AjTYOZ-oVrVG3YAU0zwDfYUgoD2rAVN-M43ek?e=ZOelCN,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBJjFKPU7AjTYOZ-oVrVG3YAU0zwDfYUgoD2rAVN-M43ek,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(2) การบำรุงรักษาเครื่องปรับอากาศ,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0074,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD9ORVN0jkEQY0VZjD9YCePAagjlT6uJyY_i3EwbiU7J9U?e=7xfTXV,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD9ORVN0jkEQY0VZjD9YCePAagjlT6uJyY_i3EwbiU7J9U,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(3) แบบฟอร์มการทำความสะอาดเครื่องปรับอากาศ,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0075,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAaYzsgW6avT5ZrHZy_duLkAUe2u0BzibuvDn49LFHiWDM?e=Z6Dj0b,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAaYzsgW6avT5ZrHZy_duLkAUe2u0BzibuvDn49LFHiWDM,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(4) แผนบำรุงรักษาเครื่องพริ้นเตอร์,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0076,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA3LgYjbm1xRbGcdsJhvhZ9ASirLuHt5LdSCFFE9YlCRrI?e=J9ZQcF,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA3LgYjbm1xRbGcdsJhvhZ9ASirLuHt5LdSCFFE9YlCRrI,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(5) การบำรุงรักษาเครื่องพริ้นเตอร์,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0077,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD3P2pLpCO8QZqjWzQeQInMAcsWnsMZd_gZ9vSrIwPjFhI?e=Io1X3p,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQD3P2pLpCO8QZqjWzQeQInMAcsWnsMZd_gZ9vSrIwPjFhI,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(6) ฟอร์มทำความสะอาดเครื่องพริ้นเตอร์,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0078,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQB60Gpg0IcSTKDXIPAK8swvAcQm6o6tV1mHsgt_7CYYNMU?e=1nPEbR,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQB60Gpg0IcSTKDXIPAK8swvAcQm6o6tV1mHsgt_7CYYNMU,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(7) การดูแลพรหมปูพื้นฯ,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0079,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAzQGbdKqvqTq4g8wCp0OInAWkOjPHXSQ29M5p1UKtxx2k?e=qro4Di,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAzQGbdKqvqTq4g8wCp0OInAWkOjPHXSQ29M5p1UKtxx2k,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(8) การดูแลรักษาลิฟท์,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0080,49,5.1 อากาศในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDCokxxtxswToOVwtrGCJ1WAftTidFeM4Kj21eXPlUtJ0c?e=IJKi44,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDCokxxtxswToOVwtrGCJ1WAftTidFeM4Kj21eXPlUtJ0c,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.1.1(9) การควบคุมควันไอเสียจากเครื่องยนต์ฯ,binary_document,5,5.1,5.1.1|5.1.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.1
SP-0081,50,5.2 แสงในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDHcMHzEkxGQbEY9Mcb1-94AX2vTT58dXsWBMcXRzMNaoQ?e=C2lvLY,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDHcMHzEkxGQbEY9Mcb1-94AX2vTT58dXsWBMcXRzMNaoQ,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,sharepoint_item_IQDHcMHzEkxG,binary_document,5,5.2,5.2.1|5.2.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.2
SP-0082,50,5.2 แสงในสำนักงาน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA2LjzA_ijdQIs-GiWl84HsARIEgTnrnLxLLd7SiBOLIU8?e=toml2h,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA2LjzA_ijdQIs-GiWl84HsARIEgTnrnLxLLd7SiBOLIU8,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.2.1(1) รายงานการวัดค่าแสงในที่ทำงาน,binary_document,5,5.2,5.2.1|5.2.2,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.2
SP-0083,51,5.3 เสียง,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBGOFMBdqE8RLP5_WmLBkWeAQWSbNqhyn2cdyNCxuI0Wq0?e=zhsffL,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBGOFMBdqE8RLP5_WmLBkWeAQWSbNqhyn2cdyNCxuI0Wq0,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.3.1(1) มาตรการจัดการสภาพแวดล้อมในที่ทำงาน,binary_document,5,5.3,5.3.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.3
SP-0084,51,5.3 เสียง,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBbBnaYUbzlT7W4J7hhJJmbAZjgdaJra-v104W4VWR0aqM?e=vw4VFa,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBbBnaYUbzlT7W4J7hhJJmbAZjgdaJra-v104W4VWR0aqM,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.3.2(1) มาตรการควบคุมการใข้พลังงานทรัพยากร,binary_document,5,5.3,5.3.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.3
SP-0085,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCzgP0DnOsbT5d6S3B7_PXCARRMHCAarotc-O-IcdvBKDY?e=VEBteb,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCzgP0DnOsbT5d6S3B7_PXCARRMHCAarotc-O-IcdvBKDY,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.4.1(1) แผนดูแลพื้นที่สำนักงาน,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0086,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCKFpN0rG0EQoOzBukD6sYrAbFSXX8SIgUE0guNXZ8MisM?e=7wKLTg,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCKFpN0rG0EQoOzBukD6sYrAbFSXX8SIgUE0guNXZ8MisM,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.4.1(2) สัญญาต้างทำความสะอาด2569,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0087,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQC1VjN2SmiKSpM47bDlzlpYAT9unmvj02hyNITeZi0iQT4?e=tlrKHL,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQC1VjN2SmiKSpM47bDlzlpYAT9unmvj02hyNITeZi0iQT4,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.4.1(3) สัญญาจ้างทำความสะอาด2568,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0088,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAbC_A0pT0RQox0lwZmTznLAbiY5J4Ikb20JGRSHKKLCfs?e=ipyoxN,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAbC_A0pT0RQox0lwZmTznLAbiY5J4Ikb20JGRSHKKLCfs,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.4.2(1) พื้นที่สีเขียว,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0089,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQB8JQs_npHbSKgjtN_LtN3tAZBLSjKr55LZuRQbgVNRa9w?e=D0YMaa,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQB8JQs_npHbSKgjtN_LtN3tAZBLSjKr55LZuRQbgVNRa9w,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.4.3(1) กิจกรรม Big cleaning day,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0090,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDFvxCQrCOrRJpF8j8cAR2NAWd54JOMcPOKGBoVdcCzmFw?e=hRp3WU,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDFvxCQrCOrRJpF8j8cAR2NAWd54JOMcPOKGBoVdcCzmFw,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.4.3(2) กิจกรรม 5ส,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0091,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCpAe4DIB1AT5UdXdQLzuLNAZGRFcJc9fExE9ERJQ4DtGA?e=UgxooM,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCpAe4DIB1AT5UdXdQLzuLNAZGRFcJc9fExE9ERJQ4DtGA,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.4.4(1) แผนควบคุมสัตว์พาหะนำเชื้อ ชั้น1,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0092,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQABBXSIL1jxQLjm5kgdBQd5AZcV3UzF-O38V-i1t2oY_50?e=IYbxmA,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQABBXSIL1jxQLjm5kgdBQd5AZcV3UzF-O38V-i1t2oY_50,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.4.4(2) แผนควบคุมสัตว์พาหะนำเชื้อ ชั้น2,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0093,52,5.4 ความน่าอยู่,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAbc34Wlp-IT6uFLmpgI6RlAcAzMJ0gGy5bjLPriDri2UM?e=QczbYv,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQAbc34Wlp-IT6uFLmpgI6RlAcAzMJ0gGy5bjLPriDri2UM,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,- 5.4.4(3) แผนควบคุมสัตว์พาหะนำเชื้อ ชั้น3,binary_document,5,5.4,5.4.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.4
SP-0094,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBLyMgFZ9l2R6xq3G47ObaLAcKTeYdF-DqMfqYOMpWPsFs?e=M1cw3O,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBLyMgFZ9l2R6xq3G47ObaLAcKTeYdF-DqMfqYOMpWPsFs,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.5.1(2) แผนผังอาคารฯ,binary_document,5,5.5,5.5.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
SP-0095,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA9W-dh2xA_SJQtFZUtR7j3AfQ8RTYgg3lg20B8ZPtA3R8?e=cVTPXj,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQA9W-dh2xA_SJQtFZUtR7j3AfQ8RTYgg3lg20B8ZPtA3R8,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.5.1(3) ป้ายทางหนีไฟ,binary_document,5,5.5,5.5.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
SP-0096,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCOtDGRe7iNRphHDapltRvYAfSGf5T54l6oCXlQnxtnT4Q?e=qAmldq,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCOtDGRe7iNRphHDapltRvYAfSGf5T54l6oCXlQnxtnT4Q,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.5.1(4) ธงนำทาง,binary_document,5,5.5,5.5.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
SP-0097,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDqmDLPX1kVSLzmm_TZilh6AVQqINSXGPijRpYpCWRjNTc?e=ubgtn1,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDqmDLPX1kVSLzmm_TZilh6AVQqINSXGPijRpYpCWRjNTc,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.5.1(5) จุดรวมพล,binary_document,5,5.5,5.5.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
SP-0098,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDkLnQJM1qtRKZ4jAcY-cMIAZNcrWNIjv2Isdtg2LoO1c4?e=2YP0Vn,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQDkLnQJM1qtRKZ4jAcY-cMIAZNcrWNIjv2Isdtg2LoO1c4,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.5.1(6) ภาพกิจกรรม,binary_document,5,5.5,5.5.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
SP-0099,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCUOvRsII7ETpIC1LoRMaCQAUVI3R8SPHd3DGHnyLLXR4c?e=tRq6Pp,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQCUOvRsII7ETpIC1LoRMaCQAUVI3R8SPHd3DGHnyLLXR4c,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.5.1(7) หลักฐานใบประกาศณียบัตรฯ,binary_document,5,5.5,5.5.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
SP-0100,53,5.5 การเตรียมพร้อมต่อสภาวะฉุกเฉิน,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBIKPrJibpWQ7hDVyTuk4FiAWu_5bW9Cf0NJ3CgBv-70vM?e=rEuX9a,https://maejo365-my.sharepoint.com/:b:/g/personal/prinya_mju_ac_th/IQBIKPrJibpWQ7hDVyTuk4FiAWu_5bW9Cf0NJ3CgBv-70vM,microsoft_sharepoint_onedrive,personal_onedrive,prinya_mju_ac_th,ACCESS_DENIED,5.5.2(1) แผนฉุกเฉินปี 2568,binary_document,5,5.5,5.5.1,probable,medium,1,,critical,P0_CRITICAL,central_sharepoint_evidence_library,2026-07-20T13:49:13.092364+07:00,Joomla article title maps to issue 5.5
